"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M5XMQMKV","journalArticle","1969","Beattie, J.D.","Natural language processing by computer","International Journal of Man-Machine Studies","","00207373","10.1016/S0020-7373(69)80026-X","https://linkinghub.elsevier.com/retrieve/pii/S002073736980026X","","1969-07","2025-06-04 23:57:20","2025-10-23 05:31:48","2025-06-04 23:57:20","311-329","","3","1","","International Journal of Man-Machine Studies","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/L392S4D6/Beattie - 1969 - Natural language processing by computer.pdf","","Discipline: Linguistics; Multiple programs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4GZPABL","journalArticle","1969","Sparkes, J.J.","Pattern recognition and a model of the brain","International Journal of Man-Machine Studies","","00207373","10.1016/S0020-7373(69)80024-6","https://linkinghub.elsevier.com/retrieve/pii/S0020737369800246","","1969-07","2025-06-04 23:58:41","2025-10-23 05:34:24","2025-06-04 23:58:41","263-278","","3","1","","International Journal of Man-Machine Studies","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/X3HPHWYW/Sparkes - 1969 - Pattern recognition and a model of the brain.pdf","","Discipline: Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CE3KTRC","journalArticle","1969","Donow, Herbert S.","Concordance and stylistic analysis of six Elizabethan Sonnet sequences","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02401454","http://link.springer.com/10.1007/BF02401454","","1969-03","2025-06-05 00:13:12","2025-06-18 11:16:29","2025-06-05 00:13:12","205-208","","4","3","","Comput Hum","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/GSCSFG2Z/Donow - 1969 - Concordance and stylistic analysis of six Elizabet.pdf","","Discipline: Literary Studies; Computer: IBM 7044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XM4GUKU","journalArticle","1969","Raben, John","Computer/Stylistics Seminar: A Report","Computers and the Humanities","","","","https://www.jstor.org/stable/30207218","","1969","2025-06-05 00:15:38","2025-06-05 00:17:49","","209-210","","4","3","","","","","","","","","","en","","","","","Zotero","","","","/Users/falk/Zotero/storage/WTELHQBB/Raben - 1969 - ComputerStylistics Seminar A Report.pdf","","Discipline: Linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3PZQIS7","journalArticle","1969","Woodring, Carl R.","Review: A Byron Concordance","Computers and the Humanities","","","","https://www.jstor.org/stable/30207221","","1969","2025-06-05 00:20:03","2025-10-23 05:36:08","","240-242","","4","3","","","","","","","","","","en","","","","","Zotero","","","","/Users/falk/Zotero/storage/U86DZ9V9/Hagelman et al. - A Byron Concordance.pdf","","Computer: IBM 1410; Computer: IBM 7070; Discipline: Literary Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRW9TW7P","journalArticle","1969","Kuno, Susumo","Directory of Scholars Active","Computers and the Humanities","","","","","","1969","2025-06-05 00:28:08","2025-10-23 05:36:36","","280-320","","5","3","","","","","","","","","","en","","","","","Zotero","","","","/Users/falk/Zotero/storage/UPPZ4CPV/Directory of Scholars Active.pdf","","Discipline: Interdisciplinary; Multiple Computers; Multiple programs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAT2F6TV","journalArticle","1969","Benton, Richard P.","Review: Poe Onomasticon","Computers and the Humanities","","","","https://www.jstor.org/stable/30199310","","1969","2025-06-05 00:29:50","2025-07-03 01:58:01","","277-279","","5","3","","","","","","","","","","","","","","","","","","","/Users/falk/Zotero/storage/EYUVIAYZ/Benton - 1969 - Review Poe Onomasticon.pdf","","Discipline: Literary Studies; Computer: IBM 360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZX2YFU7","journalArticle","1969","Magdalaner, Marvin","Review: A Joyceful Word-Horde","Computers and the Humanities","","","","https://www.jstor.org/stable/30199308","","1969","2025-06-05 00:31:21","2025-10-23 05:37:25","","273-274","","5","3","","","","","","","","","","en","","","","","Zotero","","","","/Users/falk/Zotero/storage/3CZ48CDP/A Joyceful Word-Horde.pdf","","Discipline: Literary Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLDZPUW4","journalArticle","1969","Wolfe, Richard George","Review: Etruscan Inscriptions Indexed","Computers and the Humanities","","","","https://www.jstor.org/stable/30199307","","1969","2025-06-05 00:33:16","2025-10-23 05:38:39","","272-273","","5","3","","","","","","","","","","en","","","","","Zotero","","","","/Users/falk/Zotero/storage/GZC9KF76/Fowler and Wolfe - Etruscan Inscriptions Indexed.pdf","","Computer: CDC 1604; Discipline: Linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CN32GJ5Q","journalArticle","1969","Bessinger, J. B.","Computers and old english/a conference report","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02404167","http://link.springer.com/10.1007/BF02404167","","1969-05","2025-06-05 00:35:06","2025-06-18 11:16:34","2025-06-05 00:35:06","267-268","","5","3","","Comput Hum","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/HRI9YF3C/Bessinger - 1969 - Computers and old englisha conference report.pdf","","Discipline: Literary Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGVHVXKX","journalArticle","1969","Silva, Georgette","Phontrns: An automatic orthographic-to-phonetic conversion system for French","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02404166","http://link.springer.com/10.1007/BF02404166","","1969-05","2025-06-05 00:35:57","2025-10-16 01:48:52","2025-06-05 00:35:57","257-265","","5","3","","Comput Hum","Phontrns","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/TFRN8KTF/Silva - 1969 - Phontrns An automatic orthographic-to-phonetic co.pdf","","Computer: CDC 3200; Discipline: Linguistics; Program: Photrns; Programming language: FORTRAN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYE6HGKF","journalArticle","1969","Burke, Frank G.","Computer techniques for the national archives","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02393444","http://link.springer.com/10.1007/BF02393444","","1969-09","2025-06-05 00:45:35","2025-10-23 05:39:36","2025-06-05 00:45:35","11-18","","1","4","","Comput Hum","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/9HGW424Q/Burke - 1969 - Computer techniques for the national archives.pdf","","Discipline: History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8CPW4VWI","journalArticle","1969","Zemsky, Robert M.","Numbers and history: The dilemma of measurement","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02393448","http://link.springer.com/10.1007/BF02393448","","1969-09","2025-06-05 00:46:44","2025-10-23 05:40:40","2025-06-05 00:46:44","31-40","","1","4","","Comput Hum","Numbers and history","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/QYKT4P4B/Zemsky - 1969 - Numbers and history The dilemma of measurement.pdf","","Discipline: History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ID5Q563","journalArticle","1969","Mendel, Arthur","Some preliminary attempts at computer-assisted style analysis in music","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02393450","http://link.springer.com/10.1007/BF02393450","","1969-09","2025-06-05 00:47:22","2025-07-03 02:02:27","2025-06-05 00:47:22","41-52","","1","4","","Comput Hum","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/KPXCFJJL/Mendel - 1969 - Some preliminary attempts at computer-assisted sty.pdf","","Program: MIR; Program: IML; Discipline: Musicology; Computer: IBM 7094; Computer: IBM 360/65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RY6BP7L","journalArticle","1969","Dyer, Robert R.","The new philology: An old discipline or a new science?","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02393451","http://link.springer.com/10.1007/BF02393451","","1969-09","2025-06-05 00:51:09","2025-10-23 05:42:10","2025-06-05 00:51:09","53-64","","1","4","","Comput Hum","The new philology","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/AG23WSC5/Dyer - 1969 - The new philology An old discipline or a new scie.pdf","","Discipline: Classics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLWT8UPI","journalArticle","1969","Thomson, Norman D.","A computer experiment on the chronology of Xenophon","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02402248","http://link.springer.com/10.1007/BF02402248","","1969-11","2025-06-05 00:56:35","2025-10-23 05:44:58","2025-06-05 00:56:35","109-113","","2","4","","Comput Hum","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/TW4Q3WGX/Thomson - 1969 - A computer experiment on the chronology of Xenopho.pdf","","Discipline: Linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52UADZ9D","journalArticle","1969","Alinei, Mario L.","The study of old Italian at Utrecht: A progress report","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02402251","http://link.springer.com/10.1007/BF02402251","","1969-11","2025-06-05 00:58:43","2025-10-23 05:46:33","2025-06-05 00:58:43","115-119","","2","4","","Comput Hum","The study of old Italian at Utrecht","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/GH4U7MKN/Alinei - 1969 - The study of old Italian at Utrecht A progress re.pdf","","Discipline: Linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQATX68K","journalArticle","1969","Morgan, Richard S.","Computers and the humanities in Britain","Computers and the Humanities","","0010-4817, 1572-8412","10.1007/BF02402253","http://link.springer.com/10.1007/BF02402253","","1969-11","2025-06-05 00:59:54","2025-10-23 05:49:13","2025-06-05 00:59:54","121-124","","2","4","","Comput Hum","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/VEVPM7DB/Morgan - 1969 - Computers and the humanities in Britain.pdf","","Computer: KDF9; Discipline: Literary Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7LMET7H","journalArticle","1969","Pritchard, Alan","Directory of Scholars Active","","","","","https://www.jstor.org/stable/30199338","","1969","2025-06-05 01:00:24","2025-10-23 05:49:51","","125-141","","2","4","","","","","","","","","","en","","","","","Zotero","","","","/Users/falk/Zotero/storage/MRGYV67L/Directory of Scholars Active.pdf","","Discipline: Interdisciplinary; Multiple Computers; Multiple programs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBNZEXL9","journalArticle","1969","Francis, W. Nelson","Review: English Words Mirrored","Computers and the Humanities","","","","https://www.jstor.org/stable/30199340","","1969","2025-06-05 01:04:28","2025-10-23 05:51:32","","143-146","","2","4","","","","","","","","","","en","","","","","Zotero","","","","/Users/falk/Zotero/storage/XU8KXQCZ/Dolby and Resnikoff - English Words Mirrored.pdf","","Discipline: Linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUPYLLF3","journalArticle","1964","Levison, Michael","THE COMPUTER AND ITS ROLE IN LITERARY STUDIES","Bulletin of the Institute of Classical Studies","","0076-0730, 2041-5370","10.1111/j.2041-5370.1964.tb00006.x","https://academic.oup.com/bics/article/11/1/65/5706731","","1964-12-01","2025-06-09 05:15:38","2025-07-02 10:14:32","2025-06-09 05:15:38","65-69","","1","11","","","","","","","","","","en","https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/43YS2L72/Levison - 1964 - THE COMPUTER AND ITS ROLE IN LITERARY STUDIES.pdf","","Discipline: Literary Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UUMR2SPA","journalArticle","1966","Daigon, Arthur","Computer Grading of English Composition","The English Journal","","00138274","10.2307/811145","https://www.jstor.org/stable/811145?origin=crossref","","1966-01","2025-06-09 05:06:11","2025-06-23 08:18:18","2025-06-09 05:06:11","46","","1","55","","The English Journal","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/K8Y2CFWC/Daigon - 1966 - Computer Grading of English Composition.pdf","","Discipline: Linguistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NL2IU26R","conferencePaper","1965","Bowles, E. A.","The Role of the Computer in Humanistic Scholarship","Managing Requirements Knowledge, International Workshop on","","","10.1109/AFIPS.1965.113","http://doi.ieeecomputersociety.org/10.1109/AFIPS.1965.113","","1965-10-30","2025-06-09 05:02:07","2025-10-23 01:04:49","","269","","","","","","","","","","","","","","","","","","","","","","/Users/falk/Zotero/storage/H5ENCLUV/Bowles - 1965 - The Role of the Computer in Humanistic Scholarship.pdf","","Computer: IBM 650; Discipline: Humanities; Computer: IBM 7094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Managing Requirements Knowledge, International Workshop on","","","","","","","","","","","","","","",""
"6INZ7Z8H","journalArticle","1965","MacRae, Duncan","A Method for Identifying Issues and Factions from Legislative Votes","American Political Science Review","","0003-0554, 1537-5943","10.2307/1953213","https://www.cambridge.org/core/product/identifier/S0003055400080382/type/journal_article","Roll-call votes are being used increasingly to throw light on various aspects of the legislative process. As long as these votes are neither simply unanimous nor cast purely on party lines, they contain information that can often be rendered more intelligible by the simplification or condensation of many votes into fewer variables or dimensions. The researcher interested in a particular legislative decision can thus profit by seeing whether it exemplifies a more general and repeated type of occurrence. The techniques of analysis used in studying legislative votes are broadly applicable to collegial bodies of many sorts, including municipal, state, and national legislative bodies; party congresses and conventions; the U.S. Supreme Court; and the United Nations General Assembly.                            Two major questions have been asked which lead to the search for different kinds of simplifying variables in this analysis. One concerns the               issues               that divide a given group of legislators at a given time,               i.e.               , what general matters are being argued about? The second concerns the               subgroups               of legislators within the group selected for study: what are the blocs, factions, cliques, and the like, whose more persistent existence is reflected by the division on a given vote?","1965-12","2025-06-09 04:45:52","2025-06-21 05:22:53","2025-06-09 04:45:52","909-926","","4","59","","Am Polit Sci Rev","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/4NMWAFL3/MacRae - 1965 - A Method for Identifying Issues and Factions from .pdf","","Discipline: History; Discipline: Political Science; Computer: IBM 1401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YV7CM945","journalArticle","1965","Eblen, Jack E.","An analysis of nineteenth-century frontier populations","Demography","","0070-3370, 1533-7790","10.2307/2060127","https://read.dukeupress.edu/demography/article/2/1/399/172579/An-analysis-of-nineteenth-century-frontier","","1965-03-01","2025-06-09 03:10:01","2025-06-09 03:11:13","2025-06-09 03:10:01","399-413","","1","2","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/LRGG6JST/Eblen - 1965 - An analysis of nineteenth-century frontier populat.pdf","","Computer: IBM 650; Discipline: History; Discipline: Demography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BFDBLMF","journalArticle","1965","Dinkel, R. M.","Population Growth and Economic Development: Recent U. S. History and Computer Models of Analysis","Social Forces","","0037-7732, 1534-7605","10.2307/2574452","https://academic.oup.com/sf/article-lookup/doi/10.2307/2574452","A description of the effects of automation upon employment in the United States during the past 20 years is given as an illustration of the point that a growing population may be unnecessary to supply the manpower required for the further development of a· modern economy. Then follows a discussion of input-output analysis, linear programming, and simulation as methods by which it might be possible to determine optimum population for economic growth under any particular set of circumstances.","1965-05-01","2025-06-09 02:21:25","2025-06-09 02:21:43","2025-06-09 02:21:25","461-470","","4","43","","Social Forces","Population Growth and Economic Development","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/PDK3EF2E/Dinkel - 1965 - Population Growth and Economic Development Recent.pdf","","Discipline: History; Computer: CDC 6600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJCCZ9D3","journalArticle","1964","Sorenson, John L.","Use of Automated Tools in Archaeology","American Antiquity","","0002-7316, 2325-5064","10.2307/278856","https://www.cambridge.org/core/product/identifier/S0002731600017261/type/journal_article","Abstract             A device now being used in industry is suggested as a way to automate much of the labor of artifact description and comparison. This is a numerically controlled machine tool, and some problems and possibilities connected with its use are discussed.","1964-10","2025-06-09 01:36:27","2025-07-02 10:43:34","2025-06-09 01:36:27","205-206","","2Part1","30","","Am. antiq.","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/PJVXUHLL/Sorenson - 1964 - Use of Automated Tools in Archaeology.pdf","","Discipline: Archaeology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSQG4EGZ","journalArticle","1966","Sawyer, Jack; Levine, Robert A.","Cultural Dimensions: A Factor Analysis of the World Ethnographic Sample<sup>1</sup>","American Anthropologist","","0002-7294, 1548-1433","10.1525/aa.1966.68.3.02a00060","https://anthrosource.onlinelibrary.wiley.com/doi/10.1525/aa.1966.68.3.02a00060","This research (a) scales quantitatively the 30 cultural characteristics of Murdock's (1957) World Ethnographic Sample, (b) correlates them over all 565 societies, (c) factors these correlations, to show that nine dimensions largely summarize the original 30 characteristics, and (d) repeats the correlation and factoring separately in all six cultural regions, to show that these characteristics are related at least partly because of functional necessity rather than solely because of historical diffusion from a common source. This general finding, like the many specific relations here reported, is supported by the large size of the sample, by its worldwide representativeness, and by use of the same variables throughout—but above all by the comparisons between regions.","1966-06","2025-06-09 01:29:42","2025-06-09 01:31:15","2025-06-09 01:29:42","708-731","","3","68","","American Anthropologist","Cultural Dimensions","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/I9RBG6AZ/Sawyer and Levine - 1966 - Cultural Dimensions A Factor Analysis of the Worl.pdf","","Discipline: Archaeology; Computer: IBM 7094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6R2BW7SP","journalArticle","1966","Colby, Benjamin N.","The Analysis of Culture Content and the Patterning of Narrative Concern in Texts<sup>1</sup>","American Anthropologist","","0002-7294, 1548-1433","10.1525/aa.1966.68.2.02a00050","https://anthrosource.onlinelibrary.wiley.com/doi/10.1525/aa.1966.68.2.02a00050","","1966-04","2025-06-09 01:21:32","2025-06-09 01:23:48","2025-06-09 01:21:32","374-388","","2","68","","American Anthropologist","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/MIPCYPDE/Colby - 1966 - The Analysis of Culture Content and the Patterning.pdf","","Program: Kendall's Tau programs; Program: Santa Fe Dictionary; Discipline: Archaeology; Program: The General Inquirer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUMSTWQW","journalArticle","1967","Chenhall, Robert G.","The Description of Archaeological Data in Computer Language","American Antiquity","","0002-7316, 2325-5064","10.2307/277901","https://www.cambridge.org/core/product/identifier/S0002731600097018/type/journal_article","Abstract             The storage, retrieval, and analysis of archaeological data on electronic computers requires that artifacts be described in the framework of models which are: (a) sufficiently analogous to the “real world” of the data to be meaningful; (b) sufficiently expandable or open-ended to be usable in situations as yet undefined; and (c) sufficiently specific to be convertible into machine language. A model which meets these criteria is described, and samples of an artifact inventory prepared on an IBM 1440 computer are shown to illustrate the use of this descriptive system.","1967-04","2025-06-09 01:18:58","2025-10-23 22:53:40","2025-06-09 01:18:58","161-167","","2","32","","Am. antiq.","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/KCXBM3BM/Chenhall - 1967 - The Description of Archaeological Data in Computer.pdf","","Discipline: Archaeology; Computer: IBM 1440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F364ZG4E","journalArticle","1966","Bordaz, Jacques; Bordaz, Victoria","A Critical Examination of Data Processing in Archaeology, with an Evaluation of a New Inverted Data System","American Antiquity","","0002-7316, 2325-5064","10.2307/2694381","https://www.cambridge.org/core/product/identifier/S0002731600091964/type/journal_article","Abstract             Even a cursory examination of data-processing methods currently used in archaeology indicates that there is a great need for a low-cost system that allows the investigator to study large masses of data without abandoning the units of archaeological analysis with which he is familiar. The authors recommend the use of a new system, Termatrex, which is a simple semiautomatic system that involves perforated cards and a light source for information retrieval. Termatrex is an inverted data-recording and searching system, with a virtually unlimited memory, which can be used at a desk. At present, Termatrex is the only system that provides true random access, continuous feedback between the investigator and his data, and compatibility with the standard digital computers.","1966-04","2025-06-09 01:02:30","2025-07-01 10:04:37","2025-06-09 01:02:30","494-501","","4","31","","Am. antiq.","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/MMI5S8SY/Bordaz and Bordaz - 1966 - A Critical Examination of Data Processing in Archa.pdf","","Discipline: Archaeology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NG8R4ZNT","journalArticle","1964","Paisley, William J.","Identifying the Unknown Communicator in Painting, Literature and Music: The Significance of Minor Encoding Habits","Journal of Communication","","0021-9916, 1460-2466","10.1111/j.1460-2466.1964.tb02925.x","https://academic.oup.com/joc/article/14/4/219-237/4569099","","1964-12-01","2025-06-09 00:55:28","2025-07-03 02:02:22","2025-06-09 00:55:28","219-237","","4","14","","","Identifying the Unknown Communicator in Painting, Literature and Music","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/LT6GA9R8/Paisley - 1964 - Identifying the Unknown Communicator in Painting, .pdf","","Discipline: Musicology; Computer: IBM 7090; Discipline: Literary Studies; Discipline: Visual Arts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3G5MLDG","journalArticle","1965","Collins, W.S.","A new tool for musicology","Music and Letters","","","","https://www.jstor.org/stable/732622","","1965","2025-06-22 03:56:08","2025-07-01 10:26:00","","122–125","","2","46","","","","","","","","","","en","","","","","","","","","/Users/falk/Zotero/storage/ARMJN27K/Collins - 1965 - A new tool for musicology.pdf","","Discipline: Musicology; Computer: IBM 1620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3S5R7NEM","journalArticle","1964","Brook, Barry S.; Gould, Murray; LaRue, Jan; Bengtsson, Ingmar; Bridgman, Nanie; Benton, Rita; Chaillon-Guiomar, Paule","Notating Music with Ordinary Typewriter Characters (A Plaine and Easie Code System for Musicke)","Fontes Artis Musicae","","00156191","","http://www.jstor.org/stable/23504533","","1964","2025-06-22 03:56:08","2025-10-23 22:53:09","2025-06-21","142-159","","3","11","","","","","","","","","","","","","JSTOR","","","","","","/Users/falk/Zotero/storage/NGXZDC5S/BROOK et al. - 1964 - Notating Music with Ordinary Typewriter Characters (A Plaine and Easie Code System for Musicke).pdf","","Discipline: Musicology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUCSTRQD","journalArticle","1965","Hiller, L. A.; Baker, R. A.","Automated Music Printing","Journal of Music Theory","","00222909","10.2307/843151","http://links.jstor.org/sici?sici=0022-2909%28196521%299%3A1%3C129%3AAMP%3E2.0.CO%3B2-7&origin=crossref","","1965","2025-06-22 03:56:08","2025-07-02 07:58:00","2025-06-22 03:01:08","129","","1","9","","Journal of Music Theory","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/GRQ44GF6/Hiller and Baker - 1965 - Automated Music Printing.pdf","","Discipline: Musicology; Computer: Illiac II; Computer: Illiac III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLGAXV46","journalArticle","1965","Csébfalvy, K.; Havass, M.; Járdányi, P.; Vargyas, L.; Csebfalvy, K.; Jardanyi, P.","Systematization of Tunes by Computers","Studia Musicologica Academiae Scientiarum Hungaricae","","00393266","10.2307/901431","https://www.jstor.org/stable/901431?origin=crossref","","1965","2025-06-22 03:56:08","2025-07-01 10:28:40","2025-06-22 02:46:27","253","","1/4","7","","Studia Musicologica Academiae Scientiarum Hungaricae","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/falk/Zotero/storage/LG8SHKWN/Csébfalvy et al. - 1965 - Systematization of Tunes by Computers.pdf","","Discipline: Musicology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KD6VTUEN","journalArticle","1965","Brook, Barry S.","The Simplified ""Plaine and Easie Code System"" for Notating Music : A Proposal for International Adoption","Fontes Artis Musicae","","00156191","","http://www.jstor.org/stable/23504707","","1965","2025-06-22 03:56:08","2025-10-23 22:53:03","2025-06-21","156-160","","2/3","12","","","","","","","","","","","","","JSTOR","","","","","","/Users/falk/Zotero/storage/YLYFIBED/Brook - 1965 - The Simplified Plaine and Easie Code System for Notating Music  A Proposal for International Adop.pdf","","Discipline: Musicology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQEZ8HXI","journalArticle","1965","Brook, Barry S.","Utilzation of data processing techniques in Music Documentation: The principal Report","Fontes Artis Musicae","","00156191","","http://www.jstor.org/stable/23504690","","1965","2025-06-22 03:56:08","2025-10-23 22:52:59","2025-06-21","112-122","","2/3","12","","","","","","","","","","","","","JSTOR","","","","","","/Users/falk/Zotero/storage/B24BVC6C/BROOK - 1965 - Utilzation of data processing techniques in Music Documentation The principal Report.pdf","","Discipline: Musicology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
